ID, route, distanceKm, originAirport, originCity, latitude, longitude, destinationAirport, destinationCity, latitude, longitude, dayOfWeek, departureTime, arrivalTime, flightSize
CA1450, YVP-YFJ, 2482, YVP, Quujjuaq, 58.096099853515625, -68.4269027709961, YFJ, Wekweeti, 64.190804, -114.077002, 2, 12:40, 17:03, 232, 
CA588, YLL-YDA, 2032, YLL, Lloydminster, 53.309200286865234, -110.072998046875, YDA, Dawson, 64.04309844970703, -139.1280059814453, 3, 20:26, 23:44, 232, 
CA1049, YQB-YJP, 3327, YQB, Quebec, 46.7911, -71.393303, YJP, Hinton, 53.3191986084, -117.752998352, 4, 19:13, 00:19, 110, 
CA176, YEG-YOW, 2850, YEG, Edmonton, 53.309700012200004, -113.580001831, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 08:24, 13:14, 81, 
CA1876, YYC-YME, 3283, YYC, Calgary, 51.113899231, -114.019996643, YME, Matane, 48.85689926147461, -67.45330047607422, 4, 13:47, 19:41, 81, 
CA101, YDA-KEW, 2873, YDA, Dawson, 64.04309844970703, -139.1280059814453, KEW, Keewaywin, 52.991100311299995, -92.8364028931, 4, 14:44, 19:23, 232, 
CA739, YOW-YVR, 3553, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YVR, Vancouver, 49.193901062, -123.183998108, 0, 07:16, 12:48, 81, 
CA1518, YVR-YUL, 3683, YVR, Vancouver, 49.193901062, -123.183998108, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 08:50, 15:16, 232, 
CA1639, YWK-YHE, 3739, YWK, Wabush, 52.92190170288086, -66.8644027709961, YHE, Hope, 49.3683013916, -121.498001099, 3, 06:32, 12:40, 110, 
CA1694, YXL-YYE, 2182, YXL, Sioux Lookout, 50.11389923095703, -91.9052963256836, YYE, Fort Nelson, 58.8363990784, -122.597000122, 3, 12:04, 15:30, 81, 
CA823, YOW-YDO, 458, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YDO, Dolbeau-St-Félicien, 48.778499603271, -72.375, 2, 14:10, 14:58, 110, 
CA3082, YKX-YXD, 2403, YKX, Kirkland Lake, 48.21030044555664, -79.98139953613281, YXD, Edmonton, 53.5724983215, -113.521003723, 7, 08:39, 12:29, 232, 
CA699, YOW-YEG, 2850, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 05:43, 10:33, 110, 
CA3202, YBS-YZH, 1616, YBS, Musselwhite Mine, 52.6067008972, -90.3768997192, YZH, Slave Lake, 55.2930984497, -114.777000427, 2, 07:34, 10:33, 81, 
CA373, YGQ-YZX, 1734, YGQ, Geraldton, 49.77830123901367, -86.93939971923828, YZX, Greenwood, 44.98440170288086, -64.91690063476562, 6, 19:38, 22:42, 145, 
CA3430, JOJ-YDL, 1575, JOJ, Doris Lake, 68.1252746582, -106.585281372, YDL, Dease Lake, 58.4221992493, -130.031997681, 2, 21:35, 23:59, 232, 
CA1386, YUL-YCS, 2256, YUL, Montreal, 45.4706001282, -73.7407989502, YCS, Chesterfield Inlet, 63.346900939899996, -90.73110198970001, 5, 14:09, 18:12, 232, 
CA1074, YQG-YSP, 767, YQG, Windsor, 42.27560043334961, -82.95559692382812, YSP, Marathon, 48.75529861450195, -86.34439849853516, 4, 19:47, 21:03, 145, 
CA381, YGR-YYC, 3733, YGR, Iles De La Madeleine, 47.42470169067383, -61.778099060058594, YYC, Calgary, 51.113899231, -114.019996643, 6, 15:34, 21:29, 81, 
CA1589, YVR-ZWL, 1639, YVR, Vancouver, 49.193901062, -123.183998108, ZWL, Wollaston Lake, 58.10689926147461, -103.1719970703125, 6, 19:16, 21:49, 81, 
CA580, YLJ-YYZ, 2387, YLJ, Meadow Lake, 54.125301361083984, -108.52300262451172, YYZ, Toronto, 43.6772003174, -79.63059997559999, 4, 12:38, 16:36, 232, 
CA495, YHZ-YYZ, 1288, YHZ, Halifax, 44.8807983398, -63.5085983276, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 10:35, 12:41, 232, 
CA1168, YRB-ZKE, 2566, YRB, Resolute, 74.7169036865, -94.9693984985, ZKE, Kashechewan, 52.282501220703125, -81.67780303955078, 1, 05:37, 09:34, 232, 
CA611, YMJ-YHB, 356, YMJ, Moose Jaw, 50.330299377441406, -105.55899810791016, YHB, Hudson Bay, 52.8166999817, -102.310997009, 4, 22:57, 23:42, 81, 
CA1583, YVR-YHO, 4185, YVR, Vancouver, 49.193901062, -123.183998108, YHO, Hopedale, 55.448299407958984, -60.228599548339844, 3, 14:32, 21:27, 110, 
CA3355, KES-YUY, 1481, KES, Kelsey, 56.0374984741, -96.50969696039999, YUY, Rouyn, 48.20610046386719, -78.83560180664062, 3, 18:49, 21:23, 81, 
CA1016, YQB-YYZ, 731, YQB, Quebec, 46.7911, -71.393303, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 08:30, 09:48, 110, 
CA630, YMO-YRQ, 798, YMO, Moosonee, 51.291099548339844, -80.60780334472656, YRQ, Trois Rivieres, 46.35279846191406, -72.67939758300781, 4, 13:18, 14:36, 232, 
CA998, YQB-YYC, 3105, YQB, Quebec, 46.7911, -71.393303, YYC, Calgary, 51.113899231, -114.019996643, 0, 06:51, 11:53, 110, 
CA3153, YCM-YTS, 622, YCM, Saint Catherines, 43.19169998168945, -79.17169952392578, YTS, Timmins, 48.569698333699996, -81.376701355, 6, 17:37, 18:38, 110, 
CA2094, YYZ-YEL, 376, YYZ, Toronto, 43.6772003174, -79.63059997559999, YEL, ELLIOT LAKE, 46.351398468, -82.5614013672, 2, 19:36, 20:21, 232, 
CA2160, YZV-YZH, 3245, YZV, Sept-iles, 50.22330093383789, -66.2656021118164, YZH, Slave Lake, 55.2930984497, -114.777000427, 3, 20:26, 02:22, 110, 
CA810, YOW-XSI, 2048, YOW, Ottawa, 45.3224983215332, -75.66919708251953, XSI, South Indian Lake, 56.7928009033, -98.9072036743, 1, 16:51, 20:21, 232, 
CA1197, YSB-YUL, 559, YSB, Sudbury, 46.625, -80.79889678955078, YUL, Montreal, 45.4706001282, -73.7407989502, 3, 19:16, 20:17, 232, 
CA1736, YXU-YYF, 3007, YXU, London, 43.035599, -81.1539, YYF, Penticton, 49.46310043334961, -119.60199737548828, 6, 22:11, 03:06, 145, 
CA1429, YVM-YEN, 2963, YVM, Broughton Island, 67.5457992554, -64.03140258789999, YEN, Estevan, 49.2103004456, -102.966003418, 7, 15:17, 20:29, 110, 
CA1690, YXL-YSJ, 2007, YXL, Sioux Lookout, 50.11389923095703, -91.9052963256836, YSJ, St. John, 45.31610107421875, -65.89029693603516, 4, 05:53, 09:31, 232, 
CA2582, YNE-YZE, 1410, YNE, Norway House, 53.95830154418945, -97.84420013427734, YZE, Gore Bay, 45.88529968261719, -82.56780242919922, 2, 21:38, 00:07, 81, 
CA1860, YYC-YLE, 1350, YYC, Calgary, 51.113899231, -114.019996643, YLE, Whatì, 63.13169860839844, -117.24600219726562, 2, 22:28, 00:56, 145, 
CA654, YND-YBW, 3565, YND, Gatineau, 45.521701812699995, -75.5635986328, YBW, Bedwell Harbour, 48.75, -123.233001709, 2, 18:47, 00:51, 145, 
CA2435, YGT-ZFA, 2397, YGT, Igloolik, 69.3647003174, -81.8161010742, ZFA, Faro, 62.20750045776367, -133.37600708007812, 4, 08:21, 12:01, 81, 
CA473, YHZ-YYC, 3746, YHZ, Halifax, 44.8807983398, -63.5085983276, YYC, Calgary, 51.113899231, -114.019996643, 0, 09:10, 15:15, 81, 
CA292, YEU-YQX, 3653, YEU, Eureka, 79.9946975708, -85.814201355, YQX, Gander, 48.9369010925293, -54.56809997558594, 7, 21:19, 02:51, 110, 
CA1920, YYL-YUX, 1648, YYL, Lynn Lake, 56.86389923095703, -101.07599639892578, YUX, Hall Beach, 68.77610015869999, -81.2425, 3, 08:44, 11:18, 145, 
CA515, YHZ-YME, 534, YHZ, Halifax, 44.8807983398, -63.5085983276, YME, Matane, 48.85689926147461, -67.45330047607422, 2, 14:03, 14:55, 232, 
CA2117, YZF-YDG, 3658, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, YDG, Digby, 44.5458450365, -65.7854247093, 1, 08:21, 13:59, 81, 
CA1522, YVR-YUL, 3683, YVR, Vancouver, 49.193901062, -123.183998108, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 08:09, 13:52, 232, 
CA2823, YBV-ZST, 2162, YBV, Berens River, 52.358898, -97.018303, ZST, Stewart, 55.935410448, -129.982434511, 4, 14:32, 17:57, 232, 
CA1006, YQB-YYZ, 731, YQB, Quebec, 46.7911, -71.393303, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 06:18, 07:30, 232, 
CA2992, YOO-XKS, 1282, YOO, Oshawa, 43.922798, -78.894997, XKS, Kasabonika, 53.52470016479492, -88.6427993774414, 6, 08:28, 10:35, 232, 
CA1406, YUL-YHN, 926, YUL, Montreal, 45.4706001282, -73.7407989502, YHN, Hornepayne, 49.19309997558594, -84.75890350341797, 3, 05:45, 07:16, 110, 
CA1505, YVR-YQB, 3788, YVR, Vancouver, 49.193901062, -123.183998108, YQB, Quebec, 46.7911, -71.393303, 0, 08:03, 15:03, 81, 
CA3401, PIW-YVO, 1566, PIW, Pikwitonei, 55.58890151977539, -97.16419982910156, YVO, Val D'or, 48.0532989502, -77.7827987671, 6, 09:45, 12:17, 232, 
CA1348, YUL-YXL, 1447, YUL, Montreal, 45.4706001282, -73.7407989502, YXL, Sioux Lookout, 50.11389923095703, -91.9052963256836, 7, 19:54, 22:13, 81, 
CA2691, YZG-YML, 1657, YZG, Salluit, 62.17940139770508, -75.66719818115234, YML, Charlevoix, 47.59749984741211, -70.2238998413086, 2, 08:46, 11:21, 145, 
CA534, YJN-YYT, 1589, YJN, St. Jean, 45.29439926147461, -73.28109741210938, YYT, St. John's, 47.618598938, -52.7518997192, 4, 19:00, 21:49, 145, 
CA2224, YWJ-YYC, 1658, YWJ, Deline, 65.21109771728516, -123.43599700927734, YYC, Calgary, 51.113899231, -114.019996643, 4, 19:30, 22:18, 110, 
CA1981, YYZ-YHZ, 1288, YYZ, Toronto, 43.6772003174, -79.63059997559999, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 08:01, 10:09, 145, 
CA1524, YVR-YUL, 3683, YVR, Vancouver, 49.193901062, -123.183998108, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 06:13, 12:01, 81, 
CA104, YDB-YXC, 1945, YDB, Burwash, 61.37110137939453, -139.04100036621094, YXC, Cranbrook, 49.610801696777, -115.78199768066, 2, 15:28, 19:03, 81, 
CA894, YQB-YCD, 3840, YQB, Quebec, 46.7911, -71.393303, YCD, Nanaimo, 49.054970224899996, -123.869862556, 2, 18:40, 00:53, 81, 
CA246, YEG-YYZ, 2689, YEG, Edmonton, 53.309700012200004, -113.580001831, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 06:44, 11:19, 81, 
CA3339, YXQ-YHO, 4382, YXQ, Beaver Creek, 62.410301208496094, -140.86700439453125, YHO, Hopedale, 55.448299407958984, -60.228599548339844, 3, 19:27, 02:24, 110, 
CA3436, JOJ-YHA, 3136, JOJ, Doris Lake, 68.1252746582, -106.585281372, YHA, Port Hope Simpson, 52.528099060058594, -56.28609848022461, 6, 13:32, 18:46, 81, 
CA311, YFB-YSR, 1210, YFB, Iqaluit, 63.756402, -68.555801, YSR, Nanisivik, 72.982201, -84.613602, 2, 07:50, 10:04, 81, 
CA2218, LAK-YEG, 2003, LAK, Aklavik, 68.223297, -135.00599, YEG, Edmonton, 53.309700012200004, -113.580001831, 3, 21:18, 00:26, 232, 
CA205, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 05:01, 09:51, 232, 
CA60, YCG-YYC, 327, YCG, Castlegar, 49.2963981628, -117.632003784, YYC, Calgary, 51.113899231, -114.019996643, 6, 23:57, 00:42, 232, 
CA2076, YYZ-YOG, 1003, YYZ, Toronto, 43.6772003174, -79.63059997559999, YOG, Ogoki Post, 51.6585998535, -85.9017028809, 3, 12:12, 13:43, 81, 
CA2391, YFA-YSU, 1439, YFA, Fort Albany, 52.20140075683594, -81.6968994140625, YSU, Summerside, 46.44060134887695, -63.83359909057617, 2, 17:22, 19:42, 232, 
CA1748, YXY-YMJ, 2159, YXY, Whitehorse, 60.7095985413, -135.067001343, YMJ, Moose Jaw, 50.330299377441406, -105.55899810791016, 4, 17:04, 20:55, 232, 
CA591, YLL-YLR, 735, YLL, Lloydminster, 53.309200286865234, -110.072998046875, YLR, Leaf Rapids, 56.513301849365234, -99.98529815673828, 2, 22:44, 23:51, 145, 
CA2374, YBX-YZG, 1629, YBX, Lourdes-De-Blanc-Sablon, 51.443599700899995, -57.185298919699996, YZG, Salluit, 62.17940139770508, -75.66719818115234, 2, 23:01, 01:58, 145, 
CA258, YEG-YOH, 1203, YEG, Edmonton, 53.309700012200004, -113.580001831, YOH, Oxford House, 54.93330001831055, -95.27890014648438, 3, 21:14, 23:07, 110, 
CA1028, YQB-YQC, 1589, YQB, Quebec, 46.7911, -71.393303, YQC, Quaqtaq, 61.0463981628418, -69.6177978515625, 1, 17:22, 19:48, 81, 
CA413, YHZ-YCG, 4039, YHZ, Halifax, 44.8807983398, -63.5085983276, YCG, Castlegar, 49.2963981628, -117.632003784, 4, 15:25, 22:40, 145, 
CA2609, YPH-YCD, 3116, YPH, Inukjuak, 58.471900939941406, -78.07689666748047, YCD, Nanaimo, 49.054970224899996, -123.869862556, 2, 13:36, 18:24, 232, 
CA1527, YVR-YUL, 3683, YVR, Vancouver, 49.193901062, -123.183998108, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 08:38, 14:41, 232, 
CA569, YKL-YLR, 2070, YKL, Schefferville, 54.805301666259766, -66.8052978515625, YLR, Leaf Rapids, 56.513301849365234, -99.98529815673828, 2, 12:24, 15:57, 110, 
CA1759, YYC-YDF, 3939, YYC, Calgary, 51.113899231, -114.019996643, YDF, Deer Lake, 49.21080017089844, -57.39139938354492, 4, 06:52, 13:14, 81, 
CA17, YBB-YML, 2571, YBB, Pelly Bay, 68.534401, -89.808098, YML, Charlevoix, 47.59749984741211, -70.2238998413086, 2, 07:56, 11:58, 81, 
CA2205, YOA-XRR, 1123, YOA, Ekati, 64.6988983154, -110.614997864, XRR, Ross River, 61.9706001282, -132.42300415, 2, 09:18, 11:13, 81, 
CA181, YEG-YPE, 408, YEG, Edmonton, 53.309700012200004, -113.580001831, YPE, Peace River, 56.226898, -117.446999, 4, 15:46, 16:31, 232, 
CA1807, YYC-YQB, 3105, YYC, Calgary, 51.113899231, -114.019996643, YQB, Quebec, 46.7911, -71.393303, 0, 06:52, 12:17, 145, 
CA2620, YPM-YPN, 2082, YPM, Pikangikum, 51.819698333740234, -93.97329711914062, YPN, Port Menier, 49.83639907836914, -64.2885971069336, 4, 06:08, 09:43, 232, 
CA151, YEG-YHI, 1952, YEG, Edmonton, 53.309700012200004, -113.580001831, YHI, Holman Island, 70.76280212402344, -117.80599975585938, 4, 13:49, 16:57, 110, 
CA2798, QBC-YPY, 1199, QBC, Bella Coola, 52.387501, -126.596001, YPY, Fort Chipewyan, 58.7672004699707, -111.11699676513672, 1, 08:26, 10:25, 145, 
CA1660, YXD-YGB, 871, YXD, Edmonton, 53.5724983215, -113.521003723, YGB, Texada, 49.69419860839844, -124.51799774169922, 5, 19:29, 21:04, 110, 
CA3148, YLK-YRM, 2721, YLK, Barrie-Orillia, 44.4852981567, -79.55560302730001, YRM, Rocky Mountain House, 52.4296989441, -114.903999329, 6, 18:51, 23:01, 110, 
CA1682, YXJ-YCK, 1232, YXJ, Fort Saint John, 56.23809814453125, -120.73999786376953, YCK, Colville Lake, 67.0392, -126.08, 3, 05:50, 08:04, 145, 
CA644, YNA-YHY, 3484, YNA, Natashquan, 50.189998626708984, -61.78919982910156, YHY, Hay River, 60.8396987915, -115.782997131, 4, 05:55, 11:28, 232, 
CA537, YJN-YNC, 947, YJN, St. Jean, 45.29439926147461, -73.28109741210938, YNC, Wemindji, 53.01060104370117, -78.83110046386719, 6, 11:12, 12:41, 81, 
CA1208, YSC-ZMH, 3645, YSC, Sherbrooke, 45.4385986328125, -71.69139862060547, ZMH, 108 Mile Ranch, 51.736099243199995, -121.333000183, 4, 21:29, 04:01, 110, 
CA3271, YHT-ZFD, 1678, YHT, Haines Junction, 60.78919982910156, -137.54600524902344, ZFD, Fond-Du-Lac, 59.33440017700195, -107.18199920654297, 7, 10:32, 13:30, 145, 
CA1039, YQB-ZSW, 4117, YQB, Quebec, 46.7911, -71.393303, ZSW, Prince Rupert, 54.33330154418945, -130.2830047607422, 6, 08:22, 15:11, 232, 
CA1008, YQB-YYZ, 731, YQB, Quebec, 46.7911, -71.393303, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 05:35, 06:51, 145, 
CA2123, YZH-YNL, 730, YZH, Slave Lake, 55.2930984497, -114.777000427, YNL, Points North Landing, 58.27669906616211, -104.08200073242188, 3, 16:55, 18:06, 110, 
CA7, YAM-YFH, 616, YAM, Sault Sainte Marie, 46.48500061035156, -84.5093994140625, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, 4, 11:47, 12:44, 145, 
CA1145, YQX-ZSW, 5005, YQX, Gander, 48.9369010925293, -54.56809997558594, ZSW, Prince Rupert, 54.33330154418945, -130.2830047607422, 4, 08:17, 16:11, 145, 
CA721, YOW-YQB, 368, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YQB, Quebec, 46.7911, -71.393303, 0, 09:34, 10:19, 232, 
CA390, YHD-ZST, 2555, YHD, Dryden, 49.831699, -92.744202, ZST, Stewart, 55.935410448, -129.982434511, 5, 10:08, 14:03, 81, 
CA2, YAM-YCB, 2765, YAM, Sault Sainte Marie, 46.48500061035156, -84.5093994140625, YCB, Cambridge Bay, 69.1081008911, -105.138000488, 7, 08:56, 13:46, 232, 
CA122, YDL-ZSJ, 2340, YDL, Dease Lake, 58.4221992493, -130.031997681, ZSJ, Sandy Lake, 53.06420135498047, -93.34439849853516, 2, 16:37, 20:48, 145, 
CA1571, YVR-ZFM, 2129, YVR, Vancouver, 49.193901062, -123.183998108, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, 2, 10:18, 13:58, 81, 
CA1698, YXP-QBC, 3600, YXP, Pangnirtung, 66.1449966431, -65.71360015869999, QBC, Bella Coola, 52.387501, -126.596001, 3, 21:43, 04:08, 232, 
CA266, YEG-XPK, 838, YEG, Edmonton, 53.309700012200004, -113.580001831, XPK, Pukatawagan, 55.7491989136, -101.26599884, 4, 06:56, 08:23, 110, 
CA3048, YAB-YGG, 3276, YAB, Arctic Bay, 73.0058922479, -85.0325489044, YGG, Ganges, 48.8545, -123.4969, 4, 06:48, 12:30, 232, 
CA237, YEG-YYU, 2185, YEG, Edmonton, 53.309700012200004, -113.580001831, YYU, Kapuskasing, 49.41389846801758, -82.46749877929688, 2, 09:17, 13:06, 145, 
CA3163, YBW-YHZ, 4448, YBW, Bedwell Harbour, 48.75, -123.233001709, YHZ, Halifax, 44.8807983398, -63.5085983276, 3, 13:23, 21:08, 81, 
CA1873, YYC-YBS, 1625, YYC, Calgary, 51.113899231, -114.019996643, YBS, Musselwhite Mine, 52.6067008972, -90.3768997192, 4, 17:22, 20:06, 110, 
CA2787, YTQ-YHY, 2526, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, YHY, Hay River, 60.8396987915, -115.782997131, 3, 22:25, 02:26, 110, 
CA2137, YZR-YZP, 3763, YZR, Sarnia, 42.9994010925293, -82.30889892578125, YZP, Sandspit, 53.25429916379999, -131.813995361, 4, 09:46, 15:42, 110, 
CA54, YCB-YWP, 2017, YCB, Cambridge Bay, 69.1081008911, -105.138000488, YWP, Webequie, 52.9593933975, -87.3748683929, 4, 18:00, 21:16, 145, 
CA1299, YUL-YEG, 2969, YUL, Montreal, 45.4706001282, -73.7407989502, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:23, 13:00, 145, 
CA2263, SUR-YUX, 1827, SUR, Summer Beaver, 52.70859909057617, -88.54190063476562, YUX, Hall Beach, 68.77610015869999, -81.2425, 6, 05:20, 08:29, 145, 
CA3181, AMN-YGV, 1773, AMN, Kamloops, 43.322101593, -84.68800354, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, 3, 15:03, 18:15, 81, 
CA3406, XPP-YHZ, 2598, XPP, Poplar River, 52.9965258788, -97.2741937637, YHZ, Halifax, 44.8807983398, -63.5085983276, 7, 14:37, 18:45, 232, 
CA2776, ZUM-YZE, 1571, ZUM, Churchill Falls, 53.5619010925293, -64.10639953613281, YZE, Gore Bay, 45.88529968261719, -82.56780242919922, 2, 16:52, 19:16, 110, 
CA274, YEN-YGW, 1831, YEN, Estevan, 49.2103004456, -102.966003418, YGW, Kuujjuarapik, 55.281898498535156, -77.76529693603516, 4, 07:17, 10:28, 232, 
CA600, YLW-YZP, 932, YLW, Kelowna, 49.9561004639, -119.377998352, YZP, Sandspit, 53.25429916379999, -131.813995361, 1, 14:27, 15:59, 145, 
CA1672, YXH-ZMH, 768, YXH, Medicine Hat, 50.01890182495117, -110.72100067138672, ZMH, 108 Mile Ranch, 51.736099243199995, -121.333000183, 7, 13:10, 14:28, 81, 
CA332, YFR-YUL, 3103, YFR, Fort Resolution, 61.1808013916, -113.690002441, YUL, Montreal, 45.4706001282, -73.7407989502, 2, 21:17, 02:22, 110, 
CA667, YOC-YRB, 1740, YOC, Old Crow, 67.57060241699219, -139.83900451660156, YRB, Resolute, 74.7169036865, -94.9693984985, 5, 22:15, 00:53, 232, 
CA72, YCO-YMT, 2988, YCO, Coppermine, 67.816704, -115.143997, YMT, Chibougamau, 49.77190017700195, -74.5280990600586, 7, 07:58, 13:23, 232, 
CA2680, YZG-YOJ, 2272, YZG, Salluit, 62.17940139770508, -75.66719818115234, YOJ, High Level, 58.62139892578125, -117.16500091552734, 1, 18:03, 21:37, 110, 
CA639, YMX-YTZ, 481, YMX, Montreal, 45.679501, -74.038696, YTZ, Toronto, 43.627499, -79.396202, 4, 22:55, 23:48, 81, 
CA1286, YUL-YDQ, 3397, YUL, Montreal, 45.4706001282, -73.7407989502, YDQ, Dawson Creek, 55.7422981262207, -120.18299865722656, 4, 19:56, 01:07, 232, 
CA2566, YUD-YYZ, 1447, YUD, Umiujaq, 56.53609848022461, -76.51830291748047, YYZ, Toronto, 43.6772003174, -79.63059997559999, 4, 23:54, 02:31, 145, 
CA2760, ZRJ-YZD, 1343, ZRJ, Round Lake, 52.943599700927734, -91.31279754638672, YZD, Toronto, 43.74250030517578, -79.4655990600586, 3, 10:22, 12:48, 232, 
CA2401, YFH-YIV, 521, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, YIV, Island Lake, 53.857200622558594, -94.65360260009766, 6, 20:02, 20:51, 110, 
CA2347, XKS-YZH, 1693, XKS, Kasabonika, 53.52470016479492, -88.6427993774414, YZH, Slave Lake, 55.2930984497, -114.777000427, 6, 18:08, 21:08, 81, 
CA864, YPN-YXZ, 1508, YPN, Port Menier, 49.83639907836914, -64.2885971069336, YXZ, Wawa, 47.96670150756836, -84.78669738769531, 6, 16:15, 19:02, 110, 
CA2734, ZEM-YZX, 1281, ZEM, Eastmain River, 52.22639846801758, -78.52249908447266, YZX, Greenwood, 44.98440170288086, -64.91690063476562, 5, 14:47, 16:48, 232, 
CA1187, YRM-YOW, 2937, YRM, Rocky Mountain House, 52.4296989441, -114.903999329, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 4, 15:12, 20:21, 110, 
CA1618, YWA-YCW, 3319, YWA, Petawawa, 45.95220184326172, -77.31919860839844, YCW, Chilliwack, 49.1528015137, -121.939002991, 1, 22:07, 04:10, 110, 
CA59, YCG-YYC, 327, YCG, Castlegar, 49.2963981628, -117.632003784, YYC, Calgary, 51.113899231, -114.019996643, 3, 22:41, 23:26, 232, 
CA1975, YYZ-YGL, 1115, YYZ, Toronto, 43.6772003174, -79.63059997559999, YGL, La Grande Riviere, 53.625301361083984, -77.7042007446289, 1, 14:45, 16:35, 110, 
CA2086, YYZ-YXN, 2230, YYZ, Toronto, 43.6772003174, -79.63059997559999, YXN, Whale Cove, 62.24000167849999, -92.59809875490001, 7, 18:38, 22:26, 232, 
CA1165, YRB-YRA, 1448, YRB, Resolute, 74.7169036865, -94.9693984985, YRA, Gamètì, 64.11609649658203, -117.30999755859375, 4, 22:13, 00:43, 232, 
CA2399, YFH-YFR, 1895, YFH, Fort Hope, 51.5619010925293, -87.90779876708984, YFR, Fort Resolution, 61.1808013916, -113.690002441, 6, 12:25, 15:43, 110, 
CA2614, YPH-YXT, 3059, YPH, Inukjuak, 58.471900939941406, -78.07689666748047, YXT, Terrace, 54.468498, -128.576009, 4, 10:39, 16:08, 232, 
CA1175, YRI-YUL, 407, YRI, Riviere Du Loup, 47.764400482177734, -69.58470153808594, YUL, Montreal, 45.4706001282, -73.7407989502, 4, 20:31, 21:16, 110, 
CA1468, YVR-YEG, 809, YVR, Vancouver, 49.193901062, -123.183998108, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:04, 09:19, 110, 
CA2317, ZTB-YYE, 3996, ZTB, Tête-à-la-Baleine, 50.674400329589844, -59.38359832763672, YYE, Fort Nelson, 58.8363990784, -122.597000122, 3, 05:02, 11:22, 110, 
CA2237, YPC-ZUC, 2807, YPC, Paulatuk, 69.3608381154, -124.075469971, ZUC, Ignace, 49.4296989440918, -91.7177963256836, 7, 08:36, 13:10, 81, 
CA3388, ZJG-YBI, 2724, ZJG, Jenpeg, 54.51890182495117, -98.04609680175781, YBI, Black Tickle, 53.4693984985, -55.784999847399995, 4, 16:17, 21:10, 110, 
CA3262, YHT-YYN, 2183, YHT, Haines Junction, 60.78919982910156, -137.54600524902344, YYN, Swift Current, 50.291900634799994, -107.691001892, 3, 15:04, 18:42, 81, 
CA1708, YXR-YVM, 2383, YXR, Earlton, 47.697400654599996, -79.8473453522, YVM, Broughton Island, 67.5457992554, -64.03140258789999, 4, 13:14, 17:04, 145, 
CA808, YOW-ZPB, 1519, YOW, Ottawa, 45.3224983215332, -75.66919708251953, ZPB, Sachigo Lake, 53.8911018371582, -92.19640350341797, 2, 16:36, 19:19, 110, 
CA3208, YBS-HZP, 1453, YBS, Musselwhite Mine, 52.6067008972, -90.3768997192, HZP, Wood Buffalo, 57.3816986084, -111.700996399, 6, 07:25, 09:39, 232, 
CA1581, YVR-YGT, 3138, YVR, Vancouver, 49.193901062, -123.183998108, YGT, Igloolik, 69.3647003174, -81.8161010742, 6, 06:32, 11:33, 110, 
CA1089, YQH-YYH, 1928, YQH, Watson Lake, 60.11640167236328, -128.82200622558594, YYH, Spence Bay, 69.5466995239, -93.5766983032, 3, 16:47, 19:48, 81, 
CA1901, YYF-YXJ, 757, YYF, Penticton, 49.46310043334961, -119.60199737548828, YXJ, Fort Saint John, 56.23809814453125, -120.73999786376953, 6, 08:29, 09:38, 110, 
